,HAP1_chr01,HAP1_chr02,HAP1_chr03,HAP1_chr04,HAP1_chr05,HAP1_chr06,HAP1_chr07,HAP1_chr08,HAP1_chr09,HAP1_chr10,HAP1_chr11,HAP1_chr12,HAP1_chr13,HAP1_chr14,HAP1_chr15,HAP1_chr16,HAP1_chr17,HAP1_chr18,HAP1_chr19,HAP2_chr01,HAP2_chr02,HAP2_chr03,HAP2_chr04,HAP2_chr05,HAP2_chr06,HAP2_chr07,HAP2_chr08,HAP2_chr09,HAP2_chr10,HAP2_chr11,HAP2_chr12,HAP2_chr13,HAP2_chr14,HAP2_chr15,HAP2_chr16,HAP2_chr17,HAP2_chr18,HAP2_chr19,HAP3_chr01,HAP3_chr02,HAP3_chr03,HAP3_chr04,HAP3_chr05,HAP3_chr06,HAP3_chr07,HAP3_chr08,HAP3_chr09,HAP3_chr10,HAP3_chr11,HAP3_chr12,HAP3_chr13,HAP3_chr14,HAP3_chr15,HAP3_chr16,HAP3_chr17,HAP3_chr18,HAP3_chr19,HAP4_chr01,HAP4_chr02,HAP4_chr03,HAP4_chr04,HAP4_chr05,HAP4_chr06,HAP4_chr07,HAP4_chr08,HAP4_chr09,HAP4_chr10,HAP4_chr11,HAP4_chr12,HAP4_chr13,HAP4_chr14,HAP4_chr15,HAP4_chr16,HAP4_chr17,HAP4_chr18,HAP4_chr19
HAP4_chr10,0.103087,0.103449,0.102288,0.102383,0.102221,0.102618,0.099681,0.100694,0.101160,0.029156,0.101081,0.101868,0.101460,0.102219,0.101781,0.102985,0.100271,0.102389,0.105032,0.102588,0.103573,0.101215,0.102301,0.108226,0.103758,0.100129,0.100708,0.101989,0.025180,0.101473,0.102041,0.101633,0.101567,0.101816,0.102308,0.100218,0.101560,0.103746,0.103057,0.103702,0.101150,0.103210,0.101913,0.103572,0.100278,0.100562,0.102721,0.024558,0.100969,0.101258,0.102670,0.102255,0.101607,0.101375,0.102022,0.103404,0.104975,0.102451,0.104137,0.101031,0.103160,0.101344,0.102984,0.099934,0.100917,0.101876,0.000000,0.100914,0.101724,0.102413,0.101731,0.102052,0.102252,0.100903,0.103003,0.104792
HAP4_chr11,0.101814,0.102390,0.100367,0.101819,0.101073,0.102194,0.098309,0.100047,0.100113,0.100140,0.030086,0.101187,0.101146,0.101179,0.101188,0.102135,0.098730,0.102688,0.104041,0.102032,0.102355,0.099854,0.101737,0.107020,0.102218,0.097909,0.100405,0.101150,0.101205,0.029107,0.101108,0.101022,0.100565,0.100250,0.102544,0.099558,0.101308,0.103626,0.102261,0.102538,0.099995,0.102241,0.100666,0.103020,0.098976,0.099604,0.101484,0.101005,0.029597,0.100980,0.101761,0.100829,0.101602,0.101534,0.100461,0.102576,0.104393,0.101975,0.102837,0.099748,0.101384,0.100797,0.102005,0.098513,0.101058,0.100998,0.100914,0.000000,0.101119,0.101546,0.101356,0.101135,0.101411,0.099958,0.102816,0.104559
HAP4_chr12,0.103890,0.104738,0.101934,0.104446,0.102477,0.103402,0.100623,0.101985,0.101953,0.101278,0.102052,0.014020,0.102919,0.103152,0.102988,0.103794,0.100235,0.102572,0.104591,0.103986,0.104757,0.101652,0.103448,0.108348,0.103752,0.100610,0.102224,0.103270,0.102039,0.102774,0.024860,0.102798,0.102481,0.101768,0.103540,0.101087,0.101704,0.103935,0.103585,0.104600,0.101370,0.104368,0.102605,0.104089,0.100769,0.101915,0.103367,0.102147,0.101738,0.028336,0.103296,0.102546,0.103643,0.102941,0.102316,0.103144,0.105813,0.104149,0.104841,0.102103,0.103648,0.102227,0.103710,0.100636,0.102467,0.102391,0.101724,0.101119,0.000000,0.102710,0.103074,0.103406,0.102692,0.101342,0.103883,0.105196
HAP4_chr13,0.104420,0.105449,0.102877,0.104730,0.103540,0.104386,0.100356,0.102640,0.102810,0.101695,0.102073,0.102685,0.026045,0.103444,0.102664,0.103236,0.100940,0.103671,0.105084,0.104887,0.105396,0.102601,0.104079,0.108730,0.105135,0.100011,0.102764,0.103744,0.102448,0.102847,0.103011,0.022315,0.102379,0.102781,0.103408,0.101123,0.102723,0.105009,0.105061,0.105129,0.102138,0.104747,0.103404,0.105230,0.100365,0.102483,0.104049,0.102668,0.102101,0.101900,0.025805,0.102626,0.103453,0.102574,0.101699,0.104627,0.105870,0.104542,0.105476,0.102726,0.104128,0.103441,0.104202,0.100562,0.102862,0.102890,0.102413,0.101546,0.102710,0.000000,0.103722,0.103627,0.103178,0.101341,0.104012,0.106150
HAP4_chr14,0.104548,0.105046,0.102650,0.104372,0.103449,0.103760,0.101436,0.102160,0.102740,0.101933,0.101683,0.102965,0.102615,0.026472,0.103713,0.103509,0.100318,0.103911,0.105413,0.104840,0.104899,0.103218,0.104081,0.107412,0.104720,0.101458,0.102598,0.103723,0.102908,0.102710,0.102412,0.103068,0.025804,0.102452,0.103205,0.100612,0.102806,0.104358,0.104750,0.105357,0.102694,0.104772,0.102491,0.104709,0.101480,0.102475,0.103614,0.102745,0.102041,0.102423,0.103981,0.025961,0.103539,0.102977,0.102377,0.104076,0.106066,0.104506,0.105584,0.102845,0.104807,0.102774,0.104068,0.101125,0.103197,0.103137,0.101731,0.101356,0.103074,0.103722,0.000000,0.103487,0.103311,0.101252,0.104352,0.105244
HAP4_chr15,0.104910,0.105492,0.103304,0.103582,0.103772,0.103791,0.101400,0.102839,0.102248,0.101379,0.101723,0.103786,0.102844,0.103708,0.028524,0.103513,0.101782,0.103056,0.105341,0.105250,0.105486,0.103457,0.104076,0.108176,0.104151,0.101360,0.102975,0.102740,0.102163,0.102694,0.103114,0.103056,0.103227,0.029686,0.103831,0.101083,0.102888,0.104922,0.105210,0.105979,0.102611,0.104614,0.103412,0.104546,0.101624,0.102417,0.103142,0.102316,0.101291,0.102720,0.104333,0.103254,0.030469,0.102567,0.102547,0.103731,0.105574,0.104422,0.106491,0.102843,0.104602,0.103030,0.104426,0.101857,0.103395,0.101965,0.102052,0.101135,0.103406,0.103627,0.103487,0.000000,0.103482,0.102685,0.104117,0.104993
HAP4_chr16,0.105351,0.105840,0.103413,0.104478,0.103606,0.104768,0.101125,0.102561,0.102248,0.102170,0.101704,0.103097,0.103429,0.102976,0.103175,0.029909,0.101078,0.103018,0.104710,0.105611,0.105213,0.103447,0.104269,0.108850,0.105079,0.101046,0.102470,0.103341,0.102861,0.102587,0.102718,0.103002,0.102721,0.102723,0.022722,0.100471,0.102857,0.105788,0.105649,0.105867,0.102686,0.104757,0.103973,0.105109,0.101323,0.102583,0.103457,0.102909,0.101730,0.101942,0.103150,0.102779,0.103813,0.025872,0.102230,0.104267,0.106009,0.105475,0.106275,0.102973,0.104737,0.103169,0.103988,0.101228,0.102947,0.102919,0.102252,0.101411,0.102692,0.103178,0.103311,0.103482,0.000000,0.100985,0.104873,0.106416
HAP4_chr17,0.104128,0.104492,0.101549,0.103067,0.102875,0.103381,0.099538,0.101282,0.101315,0.100824,0.100520,0.101543,0.100950,0.101801,0.101944,0.101436,0.030972,0.102566,0.104175,0.103878,0.104250,0.102184,0.102509,0.107736,0.103648,0.099441,0.101150,0.102607,0.101442,0.101127,0.100789,0.100904,0.101170,0.101434,0.101617,0.029031,0.101371,0.104174,0.104119,0.105059,0.100359,0.103932,0.102389,0.104119,0.099807,0.100805,0.101651,0.101994,0.100197,0.100717,0.101984,0.101768,0.102418,0.101360,0.027026,0.103156,0.105086,0.103859,0.104856,0.101167,0.102981,0.102332,0.103101,0.099416,0.101446,0.102108,0.100903,0.099958,0.101342,0.101341,0.101252,0.102685,0.100985,0.000000,0.102949,0.104446
HAP4_chr18,0.107028,0.106982,0.104776,0.105635,0.105050,0.105069,0.102178,0.102932,0.103605,0.103435,0.102778,0.104407,0.103979,0.104053,0.104095,0.104669,0.101502,0.028047,0.106332,0.106807,0.107257,0.104673,0.105756,0.109821,0.105666,0.102084,0.103089,0.103765,0.104197,0.103723,0.104261,0.103939,0.103850,0.103220,0.104465,0.102029,0.030002,0.106395,0.106838,0.107139,0.103986,0.105575,0.104311,0.105599,0.102598,0.102855,0.104399,0.104072,0.102991,0.103386,0.104145,0.103924,0.104867,0.104178,0.103185,0.026598,0.106326,0.105556,0.108238,0.104254,0.104605,0.104958,0.105084,0.102315,0.103582,0.103969,0.103003,0.102816,0.103883,0.104012,0.104352,0.104117,0.104873,0.102949,0.000000,0.106042
HAP4_chr19,0.107511,0.107845,0.105845,0.106686,0.106471,0.105885,0.104058,0.105149,0.104077,0.104366,0.104873,0.104594,0.105118,0.105012,0.104742,0.106031,0.102902,0.105010,0.030778,0.106792,0.108158,0.105983,0.106272,0.110116,0.105939,0.103600,0.104899,0.105352,0.105577,0.105420,0.105879,0.105346,0.104635,0.104843,0.106483,0.103243,0.103788,0.026978,0.107077,0.108347,0.104925,0.105906,0.105599,0.105770,0.103486,0.104526,0.105487,0.105216,0.105047,0.104920,0.106559,0.105062,0.104997,0.105474,0.104452,0.105866,0.027753,0.106988,0.108672,0.105474,0.107034,0.106069,0.106455,0.104162,0.105497,0.105159,0.104792,0.104559,0.105196,0.106150,0.105244,0.104993,0.106416,0.104446,0.106042,0.000000
