,HAP1_chr01,HAP1_chr02,HAP1_chr03,HAP1_chr04,HAP1_chr05,HAP1_chr06,HAP1_chr07,HAP1_chr08,HAP1_chr09,HAP1_chr10,HAP1_chr11,HAP1_chr12,HAP1_chr13,HAP1_chr14,HAP1_chr15,HAP1_chr16,HAP1_chr17,HAP1_chr18,HAP1_chr19,HAP1_chr20,HAP1_chr21,HAP1_chr22,HAP1_chr23,HAP1_chr24,HAP1_chr25,HAP1_chr26,HAP1_chr27,HAP1_chr28,HAP1_chr29,HAP1_chr30,HAP1_chr31,HAP1_chr32,HAP1_chr33,HAP1_chr34,HAP1_chr35,HAP1_chr36,HAP1_chr37,HAP1_chr38,HAP2_chr01,HAP2_chr02,HAP2_chr03,HAP2_chr04,HAP2_chr05,HAP2_chr06,HAP2_chr07,HAP2_chr08,HAP2_chr09,HAP2_chr10,HAP2_chr11,HAP2_chr12,HAP2_chr13,HAP2_chr14,HAP2_chr15,HAP2_chr16,HAP2_chr17,HAP2_chr18,HAP2_chr19,HAP2_chr20,HAP2_chr21,HAP2_chr22,HAP2_chr23,HAP2_chr24,HAP2_chr25,HAP2_chr26,HAP2_chr27,HAP2_chr28,HAP2_chr29,HAP2_chr30,HAP2_chr31,HAP2_chr32,HAP2_chr33,HAP2_chr34,HAP2_chr35,HAP2_chr36,HAP2_chr37,HAP2_chr38
HAP2_chr29,0.149267,0.149821,0.148975,0.147672,0.144822,0.146830,0.145897,0.144793,0.145994,0.147129,0.148896,0.148433,0.146418,0.149292,0.147854,0.146524,0.152323,0.153457,0.150762,0.150452,0.150964,0.146608,0.149224,0.147761,0.147116,0.149791,0.072339,0.149424,0.008042,0.141431,0.148223,0.142374,0.155193,0.152907,0.154840,0.155830,0.154790,0.152479,0.149247,0.150107,0.150639,0.147858,0.149676,0.146361,0.148660,0.146092,0.146364,0.146737,0.149002,0.149310,0.148679,0.146888,0.147230,0.148462,0.151343,0.152569,0.148853,0.150765,0.154309,0.146717,0.147932,0.151115,0.148397,0.147963,0.072673,0.150819,0.000000,0.140930,0.149983,0.139875,0.153474,0.151926,0.154332,0.156719,0.153423,0.155002
HAP2_chr30,0.149519,0.151096,0.148389,0.149226,0.146484,0.147914,0.148109,0.145411,0.144801,0.147211,0.148926,0.147607,0.148700,0.149992,0.149022,0.148503,0.152860,0.153497,0.151131,0.152602,0.153792,0.148874,0.149636,0.150263,0.149399,0.148770,0.142050,0.152339,0.142259,0.007855,0.149576,0.073211,0.155522,0.154731,0.155454,0.155524,0.152723,0.154832,0.149963,0.150033,0.147103,0.146302,0.148311,0.148014,0.149558,0.148660,0.146775,0.146543,0.151095,0.146885,0.147353,0.149645,0.147274,0.147153,0.152284,0.152115,0.148618,0.152930,0.154273,0.146484,0.149754,0.152227,0.149416,0.149337,0.139924,0.152570,0.140930,0.000000,0.149349,0.073042,0.154743,0.156731,0.154435,0.156317,0.155766,0.157023
HAP2_chr31,0.144385,0.144603,0.134698,0.132206,0.133486,0.137562,0.131947,0.131395,0.134763,0.133679,0.133479,0.136352,0.133211,0.139532,0.080719,0.132715,0.150076,0.150661,0.139137,0.150753,0.151964,0.142052,0.148604,0.135396,0.138935,0.146012,0.149740,0.148539,0.152274,0.150090,0.010972,0.149449,0.157247,0.155427,0.148586,0.154779,0.150429,0.150734,0.144361,0.146959,0.134394,0.132383,0.134793,0.134513,0.134619,0.131342,0.136642,0.132657,0.135446,0.137204,0.133662,0.140502,0.080427,0.133618,0.149569,0.151019,0.140693,0.152059,0.153953,0.140784,0.148608,0.137322,0.139352,0.146286,0.147700,0.148672,0.149983,0.149349,0.000000,0.150768,0.152007,0.155357,0.147541,0.156034,0.150415,0.153716
HAP2_chr32,0.151582,0.150352,0.150475,0.149489,0.149587,0.148318,0.146502,0.145157,0.147467,0.147270,0.147627,0.147728,0.148004,0.148736,0.150265,0.147518,0.154783,0.154380,0.149846,0.152465,0.152052,0.151021,0.150120,0.148862,0.148121,0.150383,0.141104,0.152299,0.142423,0.072917,0.151833,0.008628,0.154437,0.155066,0.154190,0.154533,0.154084,0.154848,0.152881,0.152084,0.151486,0.147102,0.150479,0.147971,0.149256,0.145975,0.148654,0.145861,0.146915,0.148198,0.149211,0.149209,0.149227,0.148505,0.155146,0.154594,0.146103,0.151720,0.153971,0.147822,0.152539,0.153251,0.151180,0.147841,0.142205,0.152158,0.139875,0.073042,0.150768,0.000000,0.153446,0.153971,0.153677,0.156787,0.155022,0.156631
HAP2_chr33,0.151893,0.151907,0.149419,0.150424,0.148971,0.149330,0.149504,0.147133,0.149702,0.150240,0.148944,0.149079,0.149320,0.151267,0.155173,0.151226,0.154150,0.154917,0.152625,0.150887,0.154379,0.149638,0.138351,0.150778,0.146079,0.139409,0.150771,0.155664,0.153540,0.153773,0.152867,0.155258,0.008784,0.070025,0.155526,0.155895,0.153433,0.152374,0.151394,0.153261,0.150373,0.151157,0.151459,0.147652,0.151221,0.148297,0.148865,0.147144,0.149509,0.149648,0.150618,0.151144,0.153073,0.150037,0.153988,0.154847,0.149525,0.151194,0.157227,0.147414,0.140486,0.153380,0.147606,0.138533,0.151808,0.154880,0.153474,0.154743,0.152007,0.153446,0.000000,0.069574,0.154103,0.156092,0.154604,0.155386
HAP2_chr34,0.152684,0.154305,0.151605,0.151314,0.151425,0.151720,0.151460,0.149475,0.149562,0.150592,0.151073,0.151184,0.149451,0.150671,0.152853,0.151848,0.156796,0.153683,0.151862,0.152359,0.154174,0.150529,0.138372,0.152018,0.150452,0.139125,0.152548,0.154978,0.152632,0.154101,0.153972,0.154424,0.069792,0.007855,0.153301,0.157838,0.153411,0.152249,0.153397,0.153856,0.153398,0.153175,0.153696,0.149244,0.153642,0.150178,0.150914,0.149074,0.149049,0.151327,0.152040,0.152343,0.151898,0.150956,0.158367,0.155368,0.149629,0.153306,0.155143,0.150896,0.139894,0.155352,0.152027,0.137279,0.151398,0.154231,0.151926,0.156731,0.155357,0.153971,0.069574,0.000000,0.154496,0.159007,0.156721,0.154702
HAP2_chr35,0.151489,0.153440,0.149908,0.147008,0.147479,0.148782,0.148161,0.148508,0.147324,0.147640,0.149520,0.149758,0.144948,0.149201,0.149527,0.149657,0.153597,0.155745,0.150721,0.146155,0.147694,0.149391,0.151149,0.149385,0.148261,0.152332,0.154517,0.152756,0.156002,0.154239,0.149195,0.155648,0.155553,0.154874,0.008221,0.071035,0.153753,0.153092,0.152383,0.156038,0.149875,0.148109,0.147692,0.147921,0.148610,0.147752,0.148187,0.147938,0.149090,0.149208,0.149189,0.150182,0.149862,0.148968,0.154249,0.156779,0.150541,0.147060,0.148698,0.148726,0.152959,0.151091,0.148875,0.151537,0.153713,0.154461,0.154332,0.154435,0.147541,0.153677,0.154103,0.154496,0.000000,0.070878,0.154776,0.156778
HAP2_chr36,0.157653,0.157372,0.153986,0.153861,0.151349,0.156009,0.154663,0.149883,0.155932,0.151487,0.152954,0.154563,0.148915,0.153888,0.155858,0.154004,0.155407,0.158223,0.154295,0.148112,0.149434,0.156738,0.153761,0.155142,0.153272,0.153480,0.155695,0.157459,0.158840,0.155737,0.155383,0.160544,0.158970,0.157127,0.071060,0.008184,0.159641,0.156970,0.157596,0.157422,0.155210,0.151534,0.153020,0.152526,0.154161,0.150432,0.155546,0.153517,0.150730,0.153496,0.151419,0.153812,0.156039,0.152375,0.159923,0.157903,0.153619,0.147926,0.148837,0.152608,0.156070,0.156017,0.154584,0.152309,0.155023,0.158338,0.156719,0.156317,0.156034,0.156787,0.156092,0.159007,0.070878,0.000000,0.160244,0.157975
HAP2_chr37,0.152168,0.152190,0.153744,0.152040,0.149924,0.152453,0.152402,0.149135,0.152808,0.151240,0.153423,0.153211,0.148912,0.149038,0.152553,0.150419,0.159204,0.158098,0.152752,0.153989,0.157013,0.152738,0.152995,0.153953,0.146626,0.152074,0.153837,0.157054,0.152990,0.156094,0.150394,0.158114,0.156917,0.157015,0.155509,0.158241,0.007491,0.071829,0.151375,0.152990,0.151686,0.150792,0.150163,0.149866,0.151396,0.150547,0.152373,0.150122,0.152833,0.152344,0.150641,0.149999,0.152323,0.150609,0.158150,0.156786,0.152594,0.153065,0.157121,0.153744,0.153649,0.154012,0.147945,0.152266,0.154973,0.157267,0.153423,0.155766,0.150415,0.155022,0.154604,0.156721,0.154776,0.160244,0.000000,0.071697
HAP2_chr38,0.153911,0.152559,0.155541,0.155648,0.150306,0.155128,0.154147,0.149260,0.154536,0.149396,0.152374,0.153770,0.151022,0.147864,0.154663,0.153744,0.158489,0.160556,0.152953,0.156948,0.157039,0.153877,0.153059,0.153819,0.147525,0.153386,0.157292,0.155118,0.156376,0.155437,0.153556,0.157303,0.158787,0.153914,0.159271,0.158462,0.071551,0.006470,0.153890,0.152195,0.154344,0.153236,0.154051,0.151661,0.153660,0.152112,0.154045,0.153127,0.152551,0.152971,0.153702,0.148925,0.154089,0.150800,0.157663,0.158542,0.152181,0.156131,0.157068,0.153511,0.155559,0.155126,0.148739,0.151984,0.154894,0.157963,0.155002,0.157023,0.153716,0.156631,0.155386,0.154702,0.156778,0.157975,0.071697,0.000000
